etd_file_id,advisor,author,degree,program,title,university,year
1,neil e. todreas,"tso, chih-ping",m.s.,nuclear engineering,some aspects of radiation induced nucleation in water,massachusetts institute of technology,1970
2,seymour a. papert,"winograd, terry",ph.d.,mathematics,procedures as a representation for data in a computer program for understanding natural language,massachusetts institute of technology,1970
3,david p. hoult,"suchon, walter",m.s.,mechanical engineering,an experimental investigation of oil spreading over water,massachusetts institute of technology,1970
4,ernst g. frankel,"chryssostomidis, chryssostomos",ph.d.,naval architecture and marine engineering,digital simulation of a transportation interface,massachusetts institute of technology,1970
5,sigurdur helgason,"kelly, edmund francis aloysius",ph.d.,mathematics,immersions of symmetric spaces,massachusetts institute of technology,1970
6,walter wrigley,"palmer, peter joseph",m.s.,aeronautics and astronautics,inertial gyro life-cycle costs - analysis and management,massachusetts institute of technology,1970
7,james a. fay,"basu, satyaki",sc.d.,mechanical engineering,ionization in seeded detonation waves,massachusetts institute of technology,1960
8,augustus r. rogowski,"kilayko, enrique",m.s.,mechanical engineering,ethyl alcohol as fuel for internal combustion engines,massachusetts institute of technology,1960
9,jay w. forrester,"raff, alfred israel",m.s.,naval architecture and marine engineering,dynamics of the tankship industry,massachusetts institute of technology,1960
10,douglas p. adams,"simson, anton keats",b.s.,mechanical engineering,analysis of tape drives,massachusetts institute of technology,1960
11,imre halasz,"holschneider, johannes philipp",m.arch,architecture,"a headquarters for the world health organization in geneva, switzerland",massachusetts institute of technology,1960
12,bertram kostant,"sweedler, moss eisenberg",ph.d.,mathematics,cocommutative hopf algebras with antipode,massachusetts institute of technology,1965
13,stanley backer,"el-shiekh, aly hassan mahmoud",sc.d.,mechanical engineering,on the mechanics of twist insertion,massachusetts institute of technology,1965
14,nishan bichajian,"opitz, calvin fred",b.arch.,architecture,a museum of history for boston,massachusetts institute of technology,1965
15,eduardo f. catalano,"pedju, ary mochtar",m.arch.,architecture,buildings as systems,massachusetts institute of technology,1965
16,eduardo f. catalano,"bonar, james robert",m.arch.,architecture,a building system based on growth,massachusetts institute of technology,1965
17,robert c. reid and charles m. mohr,"gruber, gerald",sc.d.,chemical engineering,automatic generation of thermo-dynamic networks,massachusetts institute of technology,1965
18,j. p. den hartog,"cannon, robert hamilton",sc.d.,mechanical engineering,performance of hydrofoil systems,massachusetts institute of technology,1950
19,"c. s. draper, r. c. seamans, jr","clementson, gerhardt christopher",sc.d.,aeronautical engineering dept.,an investigation of the power spectral density of atmospheric turbulence,massachusetts institute of technology,1950
20,frederick j. adams,"nez, george",m.c.p.,architecture,"survey and city plan for keene, n.h",massachusetts institute of technology,1950
21,frederick j. adams,"washburn, charles winfred",m.c.p.,architecture,"an economic background study of new bedford, massachusetts",massachusetts institute of technology,1950
22,,"powell, douglas s",m.c.p.,architecture,"a planning program for the towns of the bridgeport, connecticut, region",massachusetts institute of technology,1950
23,frederick j. adams,"reuter, frederick h",m.c.p.,architecture,a proposal for the structural reorganization of the planning function in new york city,massachusetts institute of technology,1950
24,edward s. taylor,"stenning, alan h. (alan hugh)",sc.d.,mechanical engineering,stall propagation in axial compressors,massachusetts institute of technology,1955
25,egon orowan,"paslay, paul r",sc.d.,mechanical engineering,calendering of an elastic-viscous material,massachusetts institute of technology,1955
26,"john t. norton, carl wagner","webb, watt wetmore, 1927-",sc.d.,metallurgy,oxidation studies in metal-carbon systems,massachusetts institute of technology,1955
27,burnham kelly,"reiner, thomas a. (thomas andrew), 1931-",m.c.p.,architecture,a critical survey of published physical planning principles,massachusetts institute of technology,1955
28,,"paukulis, vivaldis",m.arch.,architecture,"new ywca building, pittsburgh, pa",massachusetts institute of technology,1955
29,laurence b. anderson,"horowitz, richard m",m.arch.,architecture,a development study for north philadelphia airport,massachusetts institute of technology,1955
30,richard s. bear,"wyckoff, harold w",ph.d.,biology,x-ray diffraction analysis of the structure of deoxyribonucleic acid,massachusetts institute of technology,1955
31,l. b. anderson,"scott, norman keith",m.arch.,architecture,toward a new architecture for industry,massachusetts institute of technology,1955
32,richard c. lord,"wilmot, george barwick",ph.d.,chemistry,the raman spectra and structure of silica and the soda-silica glasses,massachusetts institute of technology,1955
33,uno ingard,"lyon, richard h",ph.d.,physics,the response of continuous systems to random noise fields,massachusetts institute of technology,1955
34,,"coughlin, robert edward",m.c.p.,city and regional planning,the community costs resulting from growth,massachusetts institute of technology,1955
35,d.n. wormley,"jeffcoat, robert lee",ph.d.,mechanical engineering,lateral dynamics and control of rail vehicles,massachusetts institute of technology,1975
36,woodie flowers,"bott, eric herschler",b.s.,mechanical engineering,hydraulic damper design for a knee prosthesis,massachusetts institute of technology,1975
37,david n. wormley,"azuma, alberto",m.s.,mechanical engineering,modeling and simulation of a steam power station,massachusetts institute of technology,1975
38,d.e. whitney,"maizza neto, octavio",ph.d.,mechanical engineering,modal analysis and control of flexible manipulator arms,massachusetts institute of technology,1975
39,k. hoffman,"shiman, leon gardner",ph.d.,mathematics,grammar for vision,massachusetts institute of technology,1975
40,i. halasz,"hayes, steven coburn",m.arch.,architecture,air rights development of urban transit corridors,massachusetts institute of technology,1975
41,eduardo catalano,"soupcoff, william harold",m.arch.a.s.,architecture,housing : box and panel,massachusetts institute of technology,1975
42,stanford anderson,"cylkowski, david",m.arch.,architecture,an additive approach to the design of urban paths and edges,massachusetts institute of technology,1975
43,edward allen,"loftness, vivian ellen",m.arch.,architecture,natural forces and the craft of building : site reconnaissance,massachusetts institute of technology,1975
44,d. b. broughton,"neuhaus, sanford j",s.b.,chemical engineering,the corrosion of steel in saline solutions of hydrogen sulfide,massachusetts institute of technology,1945
45,john chipman,"chen, xinmin",sc.d.,metallurgy,the chromium-oxygen-hydrogen equilibrium in liquid iron,massachusetts institute of technology,1945
46,prof. anderson,"gangnes, arnold g. (arnold gordon), 1918-",m.arch.,architecture,a study of a railroad terminal for seattle,massachusetts institute of technology,1946
47,arthur t. ippen,"stone, archie allan",m.s.,civil and environmental engineering,theoretical investigation of standing waves in hydraulic structures,massachusetts institute of technology,1946
48,john a. hrones,"newton, richard y",m.s.,mechanical engineering,design of dynamic analyzer,massachusetts institute of technology,1946
49,raphael salem,"crandall, stephen h",ph.d.,mathematics,on the fourier series of the square of a function,massachusetts institute of technology,1946
50,,"maack, viggo e",b.s.,naval architecture and marine engineering,trawler design,massachusetts institute of technology,1947
51,,"holmes , james a .",educat.d.,marketing,"formatting variables and typeface variations of dot-matrix print and their effect on reading comprehension and reading speed ( type , readability , computer , legibility )",virginia polytechnic institute and state university,1986
52,,"cotter , henry van tuyl",educat.d.,special education,"a comparison of the efficiency and effectiveness of two models for determining the cost of special education programs ( virginia , finance , evaluation )",virginia polytechnic institute and state university,1986
53,,"connaway , melissa clare",ph.d.,polymers,fundamental adhesive studies of block copolymers,virginia polytechnic institute and state university,1986
54,,"crutchley , claire elaine",educat.d.,education history,"the experience of the catholic diocese of richmond with esea title i , april 1965 -- december 1976 ( virginia , church/state )",virginia polytechnic institute and state university,1986
55,,"marshall , sterling i .",ph.d.,analytical chemistry,assessment of coal liquefaction behavior through product characterization with hyphenated chromatographic/spectroscopic methods,virginia polytechnic institute and state university,1986
56,,"saed , mohammad ali",ph.d.,civil engineering,scaling effect in cone penetration testing in sand,virginia polytechnic institute and state university,1987
57,,"tang , bruce shiu-leung",ph.d.,electrical engineering,intelligent and integrated load management system,virginia polytechnic institute and state university,1987
58,,"mckenna , james richard",ph.d.,industrial engineering,attentional demand evaluation for an automobile moving-map navigation system,virginia polytechnic institute and state university,1987
59,f. donald bloss,"grymes , joanna m .",ph.d.,geology,refractometry by total reflection,virginia polytechnic institute and state university,1987
60,,"randall , john lewis , jr .",ph.d.,botany,the systematics and ecology of boletes with special reference to the genus suillus and its ectomycorrhizal relationships in nepal,virginia polytechnic institute and state university,1987
61,,"shalev , doron",ph.d.,chemistry,design and characterization of zeolite supported cobalt carbonyl catalysts,virginia polytechnic institute and state university,1987
62,,"kienas , kenneth lee",ph.d.,finance,the agency cost of financial decision-making : an empirical analysis,virginia polytechnic institute and state university,1987
63,,"antenucci , robert nicholas",educat.d.,school administration,an analysis of trends and conditions in school districts with black superintendents and a composite profile of the black superintendent at his/her initial appointment,virginia polytechnic institute and state university,1987
64,sedki m. riad,"hall , lena",ph.d.,electrical engineering,dielectric characterization using a wideband dielectric filled cavity ( wdfc ),virginia polytechnic institute and state university,1987
65,"e. g., ii henneke","bredenkamp , brian victor",ph.d.,materials science,lamb wave propagation in laminated composite plates,virginia polytechnic institute and state university,1988
66,dale d. wolf,"hawkins , ronald eugene",ph.d.,agronomy,no-till establishment of switchgrass and caucasian bluestem,virginia polytechnic institute and state university,1988
67,janet sawyers,"lai , lin-ying",ph.d.,home economics,a comparison of the circumplex model of family functioning and maccoby and martin 's parenting typologies,virginia polytechnic institute and state university,1988
68,khidir w. hilu,"yurochko , william p .",ph.d.,botany,pollination ecology of the simultaneously flowering impatiens capensis and i. pallida,virginia polytechnic institute and state university,1988
69,k. l. reifsnider,"aiello , helene sarah",ph.d.,mechanics,prediction model for the onset of edge-effect delamination at holes in composite laminates,virginia polytechnic institute and state university,1988
70,james k. palmer,"santon , beryle crockett",ph.d.,food science,isolation and characterization of ferulic acid carbohydrate esters from corn hull ( zea mays ),virginia polytechnic institute and state university,1988
71,ronald l. mckeen,"clemons , clell richardson , jr .",ed.d.,school administration,"a descriptive and exploratory study of peer coaching and selected factors in the working environment of elementary , middle , and high school teachers in a large suburban virginia public school system",virginia polytechnic institute and state university,1988
72,harold e. burkhart,"hellstern , ann marie",ph.d.,forestry,an analysis of correlated curve trend experiments in eucalyptus grandis,virginia polytechnic institute and state university,1988
73,david e. hutchins,"sheridan , margaret mary",ed.d.,academic guidance counseling,"the assessment of behavior patterns , personality characteristics and theoretical orientations for master 's level counseling students",virginia polytechnic institute and state university,1988
74,harold l. stalford,"arnold , cynthia ann",ph.d.,aerospace materials,suboptimal period design for a maneuvering missile to evade tracking filters,virginia polytechnic institute and state university,1988
75,daniel b. fleming,"gysel , libra jan cleveland",ed.d.,curricula,german high school history textbooks : how well do they deal with the rise and fall of the third reich ?,virginia polytechnic institute and state university,1988
76,philip r. jones,"arhancet , juan pedro",ed.d.,academic guidance counseling,assessment of a mentor program on self-concept and achievement variables of middle school underachievers,virginia polytechnic institute and state university,1988
77,larry a. harris,"kim , ha chul",ed.d.,curricula,the value of state level textbook adoption systems as perceived by selected textbook publishing personnel,virginia polytechnic institute and state university,1988
78,carl o. mcdaniels,"yordan hernandez , jorge luis",ed.d.,academic guidance counseling,the relationships of occupational stress and certain other variables to job satisfaction of licensed professional counselors in virginia,virginia polytechnic institute and state university,1988
79,j. e. mcgrath,"chermak , john alan",ph.d.,polymers,"synthesis , characterization and kinetic investigations of heterophase materials prepared using group transfer polymerization",virginia polytechnic institute and state university,1989
80,james e. mcgrath,"arenburg , robert thomas",ph.d.,polymers,"structure-property behavior of polyimide homopolymers , copolymers , and blends",virginia polytechnic institute and state university,1989
81,harold w. stubblefield,"gruhn , christine mae",ed.d.,adult education,"whisper out loud ! `` spirochete '' , a living newspaper , 1937-1939 , produced by the federal theatre project , an instrument for public health education in the war on syphilis",virginia polytechnic institute and state university,1989
82,mark e. davis,"ayangbile , gbemiga adekunmi",ph.d.,chemical engineering,supported aqueous phase catalysis,virginia polytechnic institute and state university,1989
83,garth l. wilkes,"cohen , david henry",ph.d.,chemical engineering,structure-property relationships of electron beam-irradiated monomeric and polymeric systems,virginia polytechnic institute and state university,1989
84,roe-hoan yoon,"fenchak , richard john",ph.d.,mining,studies on the stability of thin films in bubble-particle adhesion,virginia polytechnic institute and state university,1989
85,j. d. rimstidt,"morris , linda ellen",ph.d.,geochemistry,the kinetics and thermodynamics of clay mineral reactions,virginia polytechnic institute and state university,1989
86,j. n. reddy,"oliveira , anthony joseph",ph.d.,mechanics,analysis of metal matrix composite structures using a micromechanical constitutive theory,virginia polytechnic institute and state university,1989
87,"orson k., jr. miller","anderton , lillie mae",ph.d.,botany,"effect of a heavy metal on ecto- and vesicular-arbuscular mycorrhizal fungi : the physiology , ultrastructure , and ecology of copper stress and tolerance",virginia polytechnic institute and state university,1989
88,j. p. fontenot,"bennett , kimberly dean",ph.d.,livestock,utilization of crab processing waste and chitin associated with the waste as feed for ruminants,virginia polytechnic institute and state university,1989
89,steven a. sinclair,"semanic-lauth , susan ann",ph.d.,forestry,the adoption of innovative wood processing technologies in the building products industry,virginia polytechnic institute and state university,1989
90,marcie boucouvalas,"chang , chian-yeun",ed.d.,developmental psychology,strategies and tactics to access intuition : a look at the moment of solution,virginia polytechnic institute and state university,1990
91,wayne m. worner,"sehn , allen lee",ed.d.,school administration,ethics and the principalship,virginia polytechnic institute and state university,1990
92,f. asche,"wang , zhiqiang",ed.d.,vocational education,the recruitment and retention of african-american students in vocational teacher education,virginia polytechnic institute and state university,1990
93,r. o. claus,"chism , william john",ph.d.,optics,optical fiber modal domain sensors for dynamic strain measurement,virginia polytechnic institute and state university,1990
94,cosby s. rogers,"barton , thomas f .",ph.d.,preschool education,an investigation of the relationship between playfulness and self-esteem,virginia polytechnic institute and state university,1990
95,joseph wang,"hellgeth , john william",ph.d.,architecture,towards a culturally identifiable architecture,virginia polytechnic institute and state university,1990
96,j. michael duncan,"desimone , joseph mark",ph.d.,civil engineering,experimental study of earth pressures on retaining structures,virginia polytechnic institute and state university,1990
97,david a. dillard,"eid , walid khaled",ed.d.,materials science,transient moisture effects on the viscoelasticity of synthetic fibers and composites,virginia polytechnic institute and state university,1990
98,s. wayne bingham,"baba , mutasim fuad",ph.d.,botany,environmental influence on postemergence chemical control of crabgrass ( digitaria spp . ) in turf,virginia polytechnic institute and state university,1990
99,john g. dillard,"dingus , thomas a .",ph.d.,chemistry,the effect of surface modification on the crystal growth of iron oxides,virginia polytechnic institute and state university,1990
100,james e. mcgrath,"gunter , mickey e .",ph.d.,polymers,synthesis of well-defined single and multiphase polymers using various living polymerization methods,virginia polytechnic institute and state university,1990
101,,"miner, priscilla ann",ph.d.,literature,eleventh and twelfth century latin epigram.,"university of california, berkeley",1970
102,,"king, james cornelius",ph.d.,computer science,a program verifier,carnegie mellon university,1970
103,,"krause, corinne azen",ph.d.,history,the jews in mexico: a history with special emphasis on the period from 1857 to 1930,university of pittsburgh,1970
104,,"brown, ian douglas",ph.d.,mathematics,representations of finitely generated nilpotent groups,yale university,1970
105,,"koetzle, thomas frederick",ph.d.,chemistry,structural and molecular orbital studies of carboranes,harvard university,1970
106,,"powell, eugene alexander",ph.d.,aerospace materials,nonlinear combustion instability in liquid propellant rocket engines,georgia institute of technology,1970
107,,"white, charles wayne",ph.d.,psychology;experiments,visual masking and the temporal course of lateral inhibition in the humanvisual system,stanford university,1970
108,,"garfinkel, irwin",ph.d.,finance,financing medical care: a welfare economics analysis,university of michigan,1970
109,,"lessing, ronald",d.b.a.,industrial engineering,an analysis of the quality characteristics of markovian systems,"university of maryland, college park",1970
110,,"kuo, albert yi-shuong",ph.d.,mechanics,experiments on the internal intermittency in turbulent flow,the johns hopkins university,1970
111,,"cockran, david hudson, iii",ph.d.,history,"the new england colonists' english image, 1550-1714","university of california, berkeley",1970
112,,"franklin, herbert alexander",ph.d.,civil engineering,nonlinear analysis of reinforced concrete frames and panels,"university of california, berkeley",1970
113,,"krimsley, victor seth",ph.d.,organic chemistry,physical-organic studies of organotin compounds,"university of california, berkeley",1970
114,,"hasselman, margaret paine",ph.d.,music,the french chanson in the fourteenth century.,"university of california, berkeley",1970
115,,"levine, ronald dorian",ph.d.,mathematics,the compact euclidean space forms of dimension four,"university of california, berkeley",1970
116,,"kellman, sanford alan",ph.d.,astronomy;astrophysics,the equilibrium and stability of the gaseous component of the galaxy,"university of california, berkeley",1970
117,,"cohen, arthur ira",ph.d.,electrical engineering,rate of convergence and optimality properties of root finding and optimization algorithms,"university of california, berkeley",1970
118,,"fisher, david allen",ph.d.,computer science,control structures for programming languages,carnegie mellon university,1970
119,,"erel, bilgin",ph.d.,civil engineering,physico-chemical model analysis for compressibility of pure clay,carnegie mellon university,1970
120,,"pearce, george franklin",d.a.,history,american expansionist sentiment and the annexation of hawaii,carnegie mellon university,1970
121,,"strecker, william daniel",ph.d.,electrical engineering,an analysis of the instruction execution rate in certain computer structures,carnegie mellon university,1970
122,,"ortiz-garcia, angel luis",d.a.,history,andrew johnson's veto of the first reconstruction act,carnegie mellon university,1970
123,,"grason, john",ph.d.,electrical engineering,methods for the computer-implemented solution of a class of 'floor plan' design problems,carnegie mellon university,1970
124,,"decoufle, pierre",s.c.d.c.,biostatistics,mortality patterns of a group of retired asbestos workers,university of pittsburgh,1970
125,,"wilson, marian monyok",ph.d.,psychology;experiments,novelty as reinforcement for children,university of pittsburgh,1970
126,,"bicanich, thomas paul",educat.d.,education history,an analysis of the shorthand textbook used in american high schools priorto 1900,university of pittsburgh,1970
127,,"allen, charles",educat.d.,school administration,a study of the street academy program in pittsburgh,university of pittsburgh,1970
128,,"moore, mary eva welfer",ph.d.,special education,"developing body image and skills of orientation, mobility and social competence in preschool multiply handicapped blind children",university of pittsburgh,1970
129,,"cairns, john joseph",educat.d.,school administration,an analysis of the distressed school district--commonwealth of pennsylvania,university of pittsburgh,1970
130,,"hollander, earl donald",ph.d.,public health,"utilization and views of available health care among residents in three poverty neighborhoods in pittsburgh, pennsylvania",university of pittsburgh,1970
131,,"ponomarev, paul",ph.d.,mathematics,class numbers of positive definite quaternary forms,yale university,1970
132,,"allison, bruce normansell",ph.d.,mathematics,rational data for isomorphism of lie algebras,yale university,1970
133,,"payne, richard steven",ph.d.,physics,heat as a probe of superfluid helium flow,yale university,1970
134,,"shuraydi, hasan a.",ph.d.,literature,the medieval muslim attitude toward youth,yale university,1970
135,,"johnson, kurt edward",ph.d.,biology,the role of cellular adhesiveness in amphibian gastrulation,yale university,1970
136,,"chou, ting-chao",ph.d.,pharmacology,l-asparagine biosynthesis and its control,yale university,1970
137,,"caputo, david armand",ph.d.,political science,the normative and empirical implications of the budgetary processes of four medium-size cities,yale university,1970
138,,"drake, charles henry",educat.d.,educational psychology,the relation of automatization to the reading process in children and adolescents.,harvard university,1970
139,,"bates, alan hunt",ph.d.,chemistry,organogermanium-nitrogen and organosilicon-nitrogen compounds,harvard university,1970
140,,"koetzle, thomas frederick",ph.d.,chemistry,structural and molecular orbital studies of carboranes,harvard university,1970
141,,"fossel, eric thor",ph.d.,organic chemistry,stereoselectivity in the thermal rearrangement of an optically active methylenecyclobutane,harvard university,1970
142,,"siska, peter emil",ph.d.,chemistry,kinematics and dynamics of reactive collisions,harvard university,1970
143,,"mussalli, yusuf g.",ph.d.,civil engineering,a study of flow conditions in shaft spillways,georgia institute of technology,1970
144,,"mosher, arthur joseph",ph.d.,organic chemistry,the reaction of atomic oxygen with organic compounds,georgia institute of technology,1970
145,,"powell, eugene alexander",ph.d.,aerospace materials,nonlinear combustion instability in liquid propellant rocket engines,georgia institute of technology,1970
146,,"morris, charles franklin, jr.",ph.d.,electrical engineering,the effects of partially coherent radiation on the performance of an optical heterodyne receiver,georgia institute of technology,1970
147,,"ghosh, sambhunath",ph.d.,sanitation,kinetics of aerobic utilization of mixed sugars by heterogeneous microbial populations,georgia institute of technology,1970
148,,"sanders, james robinson, jr.",ph.d.,chemistry,composition of group ii organometallic and metal hydride compounds in ether solvents,georgia institute of technology,1970
149,,"landel, robert davis",ph.d.,industrial engineering,commodity market dynamics: a systems analysis of fundamental relationships,georgia institute of technology,1970
150,,"joy, edward bennett",ph.d.,electrical engineering,spatial sampling and filtering in near-field measurements,georgia institute of technology,1970
151,,"burroughs, john robert crull",ph.d.,literature,a dream of property: the theme of identity in anthony trollope's first seven novels,stanford university,1970
152,,"shepard, kenneth wayne",ph.d.,condensation,microwave enhanced superconductivity,stanford university,1970
153,,"frost, otis lamont, iii",ph.d.,electrical engineering,adaptive least squares optimization subject to linear equality constraints,stanford university,1970
154,,"hanzlik, robert paul",ph.d.,organic chemistry,enzymic and acid cyclizations of squalene oxide analogs,stanford university,1970
155,,"olson, gary monroe",ph.d.,psychology;experiments;cognitive therapy;linguistics,on the cognitive structure of noun phrases: memory for prenominal adjectives in ordinary english sentences,stanford university,1970
156,,"white, charles wayne",ph.d.,psychology;experiments,visual masking and the temporal course of lateral inhibition in the humanvisual system,stanford university,1970
157,,"correa-zoli, yole",ph.d.,linguistics,lexical and morphological aspects of american italian in san francisco,stanford university,1970
158,,"mercado, carmen maria",ph.d.,pharmacology,substituted piperazines as potential schistosomicides,university of michigan,1970
159,,"sundaresan, krishnan",ph.d.,organic chemistry,thermolysis of lithium cyclobutoxides,university of michigan,1970
